timestamp,time_delta,packet_size,direction,Type
1522853103.224756,4.16816,1412,0,1
1527924654.544449,4.00979,1412,1,0
1522918752.776167,52.4142,1412,0,4
1522940256.203085,1.20862,1294,0,4
1522964043.01567,4.0713,126,1,4
1522886700.715029,11.9116,101,1,1
1522940294.359195,39.3647,1294,0,4
1522940263.770409,8.77595,1294,0,4
1522943078.571745,32.1439,1412,0,4
1522954044.783921,53.3564,1412,0,4
1522940303.474802,48.4803,74,1,4
1522918720.260014,19.898,130,1,4
1522888895.051249,12.5595,1412,0,1
1522928729.263197,23.8216,1294,0,4
1522922683.235232,39.8497,1392,0,4
1529554552.531691,0.981763,1412,0,2
1529564285.646772,0.574935,1412,0,2
1529513491.880389,1.01231,1392,0,2
1529645507.131423,0.938954,1412,0,2
1522888894.717264,12.2255,1412,0,1
1522853100.217208,1.16061,1412,0,1
1522964075.658014,36.7136,257,1,4
1527791943.250086,21.7781,387,1,0
1529515407.683065,0.202297,1412,0,2
1522964075.412696,36.4683,1412,0,4
1522842710.468779,26.6777,1412,0,1
1522940274.25072,19.2563,74,1,4
1522861278.222565,9.51368,1412,0,1
1522918719.151626,18.7896,1412,0,4
1522922669.692231,26.3067,1392,0,4
1529634881.768618,1.35966,113,1,2
1522868694.338276,9.38043,1412,0,1
1529515408.438019,0.957251,1412,0,2
1522954003.498926,12.0714,1412,0,4
1522928709.4618,4.02018,110,1,4
1522865359.340996,12.3708,1412,0,1
1522956046.920895,27.2205,1412,0,4
1527745337.048984,111.972,104,1,0
1522868693.702881,8.74504,1412,0,1
1522964075.43856,36.4942,1412,0,4
1522861277.877382,9.1685,1412,0,1
1529513491.880563,1.01249,1392,0,2
1529564286.748374,1.67654,1412,0,2
1522956026.080809,6.38038,1412,0,4
1529554552.005764,0.455836,1412,0,2
1522940313.544911,58.5504,1294,0,4
1529634881.137672,0.728709,1412,0,2
1522865358.435688,11.4655,1412,0,1
1522886711.685363,22.8819,1412,0,1
1522853103.505164,4.44857,1412,0,1
1522768763.13072,12.2994,1412,1,1
1522956076.949761,57.2493,1412,0,4
1522922696.747334,53.3618,1392,0,4
1529644963.102227,0.340323,1412,0,2
1522859388.610606,11.9518,1412,0,1
1522768765.188485,14.3571,1412,1,1
1522956038.698531,18.9981,1412,0,4
1522842695.242107,11.451,1412,0,1
1522928729.331179,23.8896,294,0,4
1522886706.354461,17.551,1412,0,1
1522956038.841806,19.1414,1412,0,4
1522964058.5726,19.6282,125,1,4
1522744998.90675,8.3563,74,1,3
1522763862.556821,17.5333,1412,1,1
1527741724.266519,6.36404,87,0,0
1522861277.596746,8.88786,125,1,1
1522865359.055057,12.0849,1412,0,1
1527987733.183128,12.7786,87,0,0
1522943046.985197,0.557308,126,1,4
1527851002.788938,41.2252,391,1,0
1522861277.328544,8.61966,1412,0,1
1522918739.257134,38.8951,1412,0,4
1522928709.750579,4.30896,1294,0,4
1529645507.529282,1.33681,1412,0,2
1522853103.504683,4.44809,1412,0,1
1529645507.953528,1.76106,1412,0,2
1522940285.806887,30.8124,74,1,4
1522940255.777797,0.783334,1294,0,4
1522964076.407622,37.4633,1412,0,4
1522956069.459733,49.7593,1412,0,4
1522928739.099929,33.6583,74,1,4
1529515407.865334,0.384566,1412,0,2
1527745297.070659,71.9935,101,1,0
1522888894.628615,12.1369,1412,0,1
1522768767.530155,16.6988,103,0,1
1527791947.450266,25.9783,219,0,0
1522842700.263397,16.4723,1412,0,1
1522768772.789794,21.9585,1412,1,1
1522954045.279224,53.8517,1412,0,4
1522928717.698437,12.2568,74,1,4
1522888894.78054,12.2888,125,1,1
1522865359.082705,12.1125,1412,0,1
1522943047.039081,0.611192,1412,0,4
1527924756.257122,105.722,254,1,0
1522956068.332196,48.6318,1412,0,4
1529513491.950685,1.08261,1392,0,2
1529554552.00988,0.459952,1412,0,2
1522956046.922143,27.2217,1412,0,4
1522928705.960433,0.518816,1294,0,4
1522861278.322959,9.61407,1412,0,1
1529626612.384353,0.397022,1412,0,2
1522940275.205151,20.2107,74,1,4
1529644963.987346,1.22544,1412,0,2
1522964064.053974,25.1096,1412,0,4
1527760625.104704,111.866,104,1,0
1529541636.379131,0.861421,1412,0,2
1522868694.439507,9.48166,1412,0,1
1522943063.078079,16.6502,1412,0,4
1522956077.521794,57.8214,1412,0,4
1522940255.471203,0.47674,74,1,4
1522953998.762569,7.33504,1412,0,4
1522888894.240018,11.7483,1412,0,1
1522928709.458312,4.0167,1294,0,4
1522940313.221953,58.2275,1294,0,4
1522964070.147905,31.2035,1412,0,4
1522842694.391767,10.6007,1412,0,1
1522842698.18452,14.3934,1412,0,1
1522956046.922827,27.2224,1412,0,4
1522768767.377757,16.5464,100,0,1
1522853101.859742,2.80315,1412,0,1
1529515407.871859,0.391091,126,1,2
1522964040.758101,1.81373,1412,0,4
1527760521.938445,8.70013,144,1,0
1522953993.294218,1.86669,1412,0,4
1522928747.800567,42.3589,74,1,4
1522861278.1141,9.40522,1412,0,1
1522954045.32697,53.8994,125,1,4
1522953998.655719,7.22819,1412,0,4
1529634881.130208,0.721245,1412,0,2
1522886713.373544,24.5701,1412,0,1
1529634881.403683,0.99472,1412,0,2
1522928758.914745,53.4731,74,1,4
1529541636.064679,0.546969,1412,0,2
1522953992.053484,0.625954,1412,0,4
1522943096.533171,50.1053,1412,0,4
1522868694.110351,9.15251,1412,0,1
1529564286.010099,0.938262,1412,0,2
1522868694.575863,9.61802,469,0,1
1522868694.42972,9.47187,1412,0,1
1522763860.295974,15.2725,1412,1,1
1522928758.723242,53.2816,1294,0,4
1522763856.838809,11.8153,1412,1,1
1522859388.315025,11.6562,1412,0,1
1529645506.600096,0.407627,1412,0,2
1522768765.067451,14.2361,106,0,1
1527760594.340419,81.1021,87,0,0
1522940274.20736,19.2129,1294,0,4
1529564286.658841,1.587,1412,0,2
1522635941.677782,0.613519,1294,0,3
1522964042.88039,3.93602,1412,0,4
1527993537.877434,42.2246,235,0,0
1522918024.536951,58.2213,1412,0,4
1529564285.533008,0.461171,1412,0,2
1529644963.826945,1.06504,1412,0,2
1522859388.121733,11.4629,1412,0,1
1522956031.494029,11.7936,1412,0,4
1529564286.049186,0.977349,1412,0,2
1522859388.378545,11.7197,1412,0,1
1529478747.103821,0.480213,125,1,2
1522922683.17997,39.7944,106,1,4
1522859388.2786,11.6198,1412,0,1
1522940270.011078,15.0166,1294,0,4
1522917983.564075,17.2484,1412,0,4
1522888894.838869,12.3471,1412,0,1
1522964064.018978,25.0746,1412,0,4
1529541636.216215,0.698505,1412,0,2
1527741721.432602,3.53012,101,1,0
1529554551.761697,0.211769,125,1,2
1522956038.861863,19.1614,1412,0,4
1522842694.218125,10.427,104,1,1
1522842700.447166,16.6561,1412,0,1
1522888894.874484,12.3828,1412,0,1
1522888893.959182,11.4675,125,1,1
1522954035.06963,43.6421,1412,0,4
1522768750.831338,0.0,213,1,1
1522956031.492102,11.7917,1412,0,4
1522956056.412153,36.7117,1412,0,4
1522928731.531931,26.0903,74,1,4
1522768768.515102,17.6838,100,0,1
1529626612.487832,0.500501,1412,0,2
1529554552.932533,1.38261,1412,0,2
1527745239.131229,14.0541,100,1,0
1522868694.703582,9.74574,1412,0,1
1522888894.353624,11.8619,1412,0,1
1522928715.628271,10.1867,74,1,4
1522956031.467892,11.7675,1412,0,4
1528085257.713455,93.9428,95,0,0
1522954003.174167,11.7466,1412,0,4
1522940274.235462,19.241,1294,0,4
1522886713.319775,24.5163,101,1,1
1522768767.910756,17.0794,1412,1,1
1529645508.155657,1.96319,1412,0,2
1527851023.368151,61.8044,247,0,0
1522940275.28948,20.295,74,1,4
1522865359.03158,12.0614,1412,0,1
1522861278.314043,9.60516,1412,0,1
1529478746.746568,0.12296,1412,0,2
1527760621.035905,107.798,92,0,0
1522853105.828875,6.77228,1412,0,1
1529564285.659471,0.587634,1412,0,2
1522956038.899659,19.1992,1412,0,4
1522943088.570841,42.143,1412,0,4
1522940315.102667,60.1082,1294,0,4
1522918720.1392,19.7772,1412,0,4
1522943063.129753,16.7019,1412,0,4
1527987753.649974,33.2454,397,1,0
1522917972.785605,6.46994,1412,0,4
1522953993.24824,1.82071,1412,0,4
1522940280.63346,25.639,1294,0,4
1522918739.179685,38.8177,1412,0,4
1529626612.736667,0.749336,1412,0,2
1522943046.987135,0.559246,1412,0,4
1522956025.968344,6.26791,1412,0,4
1522868694.665475,9.70763,1412,0,1
1529478747.599934,0.976326,1412,0,2
1522928723.00486,17.5632,1294,0,4
1522853103.352575,4.29598,1412,0,1
1522868694.728334,9.77049,1412,0,1
1522940261.544398,6.54994,1294,0,4
1522956056.574707,36.8743,1412,0,4
1522865358.911746,11.9416,1412,0,1
1522954035.232078,43.8045,1412,0,4
1529515407.872517,0.391749,1412,0,2
1529626612.64398,0.656649,1412,0,2
1522861277.904853,9.19597,1412,0,1
1522853103.305597,4.249,129,1,1
1522953994.771,3.34347,126,1,4
1522853100.83339,1.77679,1412,0,1
1522853101.860912,2.80432,1412,0,1
1522917983.540466,17.2248,1412,0,4
1522842700.772069,16.981,1412,0,1
1529645507.124001,0.931532,1412,0,2
1529478747.299864,0.676256,1412,0,2
1529554552.643478,1.09355,1412,0,2
1522842691.633381,7.8423,1412,0,1
1522768763.067247,12.2359,1412,1,1
1522928723.117363,17.6757,1294,0,4
1522861277.501464,8.79258,1412,0,1
1528085164.375526,0.604894,1412,0,0
1527745258.870501,33.7934,260,1,0
1527851076.964056,115.4,391,1,0
1522940275.232707,20.2382,74,1,4
1522647182.264221,0.417444,74,0,3
1529554552.908621,1.35869,1412,0,2
1522861278.213499,9.50461,1412,0,1
1522928731.542951,26.1013,1294,0,4
1522888894.257886,11.7662,1412,0,1
1522868694.094589,9.13674,1412,0,1
1529513491.54336,0.675284,1392,0,2
1522763855.059444,10.036,1412,1,1
1529554552.7036,1.15367,1412,0,2
1522943078.465886,32.038,1412,0,4
1522964099.131604,60.1872,1412,0,4
1522922696.643126,53.2576,1392,0,4
1522654307.208163,6.11683,74,1,3
1522861277.341115,8.63223,1412,0,1
1522865358.471074,11.5009,125,1,1
1529564287.330505,2.25867,1412,0,2
1522922645.294074,1.90852,1392,0,4
1527741829.340983,111.439,185,0,0
1529645507.191691,0.999222,1412,0,2
1522853105.01837,5.96177,1412,0,1
1522842694.602106,10.811,104,1,1
1522928731.579834,26.1382,1294,0,4
1527924762.04376,111.509,1412,1,0
1522861278.527672,9.81879,1412,0,1
1522928744.370081,38.9285,1294,0,4
1522886699.749948,10.9465,1412,0,1
1522842691.559902,7.76882,181,1,1
1522964076.019004,37.0746,1412,0,4
1522956047.129749,27.4293,1412,0,4
1522943107.203571,60.7757,119,1,4
1522842709.945926,26.1548,104,1,1
1529513491.52122,0.653144,1392,0,2
1522940285.807596,30.8131,1294,0,4
1529541635.923151,0.405441,1412,0,2
1522768770.837562,20.0062,1412,1,1
1522943078.443492,32.0156,1412,0,4
1527745226.136368,1.05925,1412,0,0
1529644963.957915,1.19601,1412,0,2
1522928758.817629,53.376,1294,0,4
1522888894.601964,12.1102,1412,0,1
1522922655.987593,12.602,1392,0,4
1522888894.114287,11.6226,1412,0,1
1529645507.154916,0.962447,125,1,2
1522865358.139217,11.1691,1412,0,1
1529626612.319407,0.332076,1412,0,2
1529644963.376467,0.614563,1412,0,2
1529515408.541956,1.06119,1230,0,2
1522868693.888843,8.931,1412,0,1
1522922683.121679,39.7361,106,1,4
1522928729.21618,23.7746,74,1,4
1527987729.193083,8.78852,92,0,0
1522662270.674282,0.783383,1294,0,3
1522956021.080235,1.37981,1412,0,4
1522888894.840374,12.3487,1412,0,1
1522715511.340619,7.32496,174,1,3
1522853099.934636,0.878041,101,1,1
1522956069.43037,49.7299,110,1,4
1522928715.644319,10.2027,74,1,4
1529513491.513628,0.645552,1392,0,2
1522928722.939922,17.4983,1294,0,4
1522763862.329167,17.3057,1412,1,1
1522981572.23013,14.3653,1412,0,4
1527993526.551197,30.8983,107,1,0
1522943088.530437,42.1025,1412,0,4
1529513491.980388,1.11231,1392,0,2
1522981581.30015,23.4353,125,1,4
1522954044.764198,53.3367,1412,0,4
1522886712.975744,24.1723,1412,0,1
1522859388.735082,12.0763,1412,0,1
1522964070.315509,31.3711,1412,0,4
1529554552.71545,1.16552,864,0,2
1522956053.18109,33.4807,1412,0,4
1522842703.154441,19.3634,1412,0,1
1529554552.05334,0.503412,1412,0,2
1529626612.964773,0.977442,125,1,2
1522859387.841116,11.1823,1412,0,1
1522940275.271834,20.2774,1294,0,4
1522964095.180384,56.236,1412,0,4
1522859388.354666,11.6958,1412,0,1
1522842699.394589,15.6035,1412,0,1
1522861278.345119,9.63623,1412,0,1
1522865358.277721,11.3076,1412,0,1
1522868694.432538,9.47469,1412,0,1
1527993533.664408,38.0115,233,0,0
1522943046.840936,0.413047,1412,0,4
1522928739.019782,33.5782,1294,0,4
1529645506.900035,0.707566,1412,0,2
1529478747.442319,0.818711,113,1,2
1527760520.209966,6.97165,180,0,0
1528085223.440597,59.67,101,1,0
1522868694.207672,9.24983,1412,0,1
1522940302.685284,47.6908,1294,0,4
1529513491.861414,0.993338,1392,0,2
1522940303.001988,48.0075,1294,0,4
1522768767.013759,16.1824,1412,1,1
1522943082.766391,36.3385,1412,0,4
1522928747.795109,42.3535,74,1,4
1522868693.672926,8.71508,125,1,1
1522744998.580435,8.02998,74,1,3
1522861278.099246,9.39036,1412,0,1
1527987721.134681,0.730121,401,0,0
1529634880.955364,0.546401,1412,0,2
1522868694.650334,9.69249,1412,0,1
1522768765.275736,14.4444,1412,1,1
1522842697.116163,13.3251,121,1,1
1522928738.92279,33.4812,1294,0,4
1522853105.280597,6.224,1412,0,1
1522956064.943125,45.2427,110,1,4
1522940313.765747,58.7713,1294,0,4
1522842691.715858,7.92478,185,1,1
1527993533.089923,37.4371,580,1,0
1529645507.165469,0.973,1412,0,2
1529513491.387343,0.519267,1392,0,2
1522865358.961816,11.9917,1412,0,1
1522956025.954479,6.25405,126,1,4
1522859388.701117,12.0423,1412,0,1
1522739791.230651,6.058,1294,0,3
1522859387.878035,11.2192,1412,0,1
1522956077.261779,57.5613,1412,0,4
1522964075.98648,37.0421,1412,0,4
1529478747.738842,1.11523,1412,0,2
1527987784.838969,64.4344,87,0,0
1527792008.715658,87.2437,91,0,0
1522928709.688562,4.24694,1294,0,4
1522954026.798134,35.3706,1412,0,4
1522928759.234922,53.7933,1294,0,4
1527987736.192952,15.7884,1412,1,0
1522888894.544708,12.053,1412,0,1
1522928731.439183,25.9976,1294,0,4
1522940315.074347,60.0799,1294,0,4
1522763857.589042,12.5656,1412,1,1
1522956046.972443,27.272,1412,0,4
1522943063.145049,16.7172,1412,0,4
1528083104.079684,47.0045,148,0,0
1522886708.60955,19.8061,101,1,1
1522928758.492963,53.0513,1294,0,4
1522943088.599879,42.172,1412,0,4
1529626612.028632,0.041301,1412,0,2
1522922652.571966,9.18641,1392,0,4
1522922683.185985,39.8004,1392,0,4
1522956070.422033,50.7216,1412,0,4
1522886700.923347,12.1199,1412,0,1
1522888894.394473,11.9028,1412,0,1
1522763864.174426,19.1509,1412,1,1
1522917983.576992,17.2613,1412,0,4
1529554551.759984,0.210056,1412,0,2
1522842698.504603,14.7135,1412,0,1
1522922645.285814,1.90026,1392,0,4
1522922645.324075,1.93852,1392,0,4
1529478747.609893,0.986285,1412,0,2
1529515407.782556,0.301788,1412,0,2
1522763854.199466,9.17598,1412,1,1
1522928753.427928,47.9863,1294,0,4
1522956020.933564,1.23313,1412,0,4
1529644963.741684,0.97978,126,1,2
1522981612.986861,55.1221,1412,0,4
1522964075.852347,36.908,1412,0,4
1529515407.924476,0.443708,1412,0,2
1529645506.925559,0.73309,1412,0,2
1522922683.278321,39.8928,1392,0,4
1522940261.492863,6.4984,1294,0,4
1527987804.537209,84.1326,148,0,0
1527993530.634344,34.9815,101,1,0
1522917979.288596,12.9729,1412,0,4
1522868693.347729,8.38988,1412,0,1
1522956076.700275,56.9998,1412,0,4
1522928753.223959,47.7823,1294,0,4
1522859388.316879,11.658,1412,0,1
1529564287.705145,2.63331,1412,0,2
1522763856.628572,11.6051,1412,1,1
1529515408.763232,1.28246,1412,0,2
1522842710.419673,26.6286,1412,0,1
1522928753.297152,47.8555,1294,0,4
1522954035.15908,43.7315,1412,0,4
1522768775.625711,24.7944,1412,1,1
1522956077.74981,58.0494,1412,0,4
1522956020.073456,0.373026,1412,0,4
1522940275.284904,20.2904,1294,0,4
1529541636.471111,0.953401,1412,0,2
1527760542.757936,29.5196,101,1,0
1529626612.694636,0.707305,1412,0,2
1522964070.183892,31.2395,948,0,4
1522943107.040135,60.6122,1412,0,4
1522888894.952027,12.4603,1412,0,1
1529645506.908165,0.715696,1412,0,2
1522917979.310392,12.9947,1412,0,4
1522886707.300049,18.4966,1412,0,1
1522928758.179286,52.7377,1294,0,4
1522956068.225269,48.5248,1412,0,4
1522868694.527386,9.56954,898,0,1
1529541635.749183,0.231473,1412,0,2
1522865359.274975,12.3048,1412,0,1
1522940275.286301,20.2918,1294,0,4
1522928715.620265,10.1786,1294,0,4
1529513491.527352,0.659276,1392,0,2
1529626612.905927,0.918596,1412,0,2
1522940275.260038,20.2656,74,1,4
1522842704.129999,20.3389,1412,0,1
1529515408.698854,1.21809,1412,0,2
1522940313.111497,58.117,74,1,4
1522886710.561668,21.7582,101,1,1
1522918719.147398,18.7854,1412,0,4
1522922645.304082,1.91853,1392,0,4
1522842693.000245,9.20917,1412,0,1
1522853104.506363,5.44977,1412,0,1
1522953992.612214,1.18468,1412,0,4
1522886705.505987,16.7026,1412,0,1
1522953995.195001,3.76747,1412,0,4
1522853105.021787,5.96519,113,1,1
1522953992.641214,1.21368,1412,0,4
1522842693.238761,9.44768,1412,0,1
1522853102.963912,3.90732,1412,0,1
1529478747.309413,0.685805,1412,0,2
1529634881.78865,1.37969,1412,0,2
1529554552.474724,0.924796,1412,0,2
1522954035.124221,43.6967,1412,0,4
1522922643.986005,0.600452,1392,0,4
1522928705.664836,0.223219,1294,0,4
1527760530.783321,17.545,327,0,0
1522943096.368554,49.9407,1412,0,4
1522918024.561196,58.2455,1412,0,4
1529554552.315131,0.765203,138,1,2
1522853103.886321,4.82973,1412,0,1
1522917999.564944,33.2493,1412,0,4
1522956038.861459,19.161,126,1,4
1522861278.49553,9.78664,484,0,1
1529541636.718962,1.20125,1412,0,2
1529645507.120958,0.928489,1412,0,2
1528083086.245555,29.1704,101,1,0
1529644963.031638,0.269734,1412,0,2
1522859388.749659,12.0908,1412,0,1
1529645507.985607,1.79314,1412,0,2
1522928709.607799,4.16618,1294,0,4
1522964076.343182,37.3988,1412,0,4
1522859388.796665,12.1378,1412,0,1
1529644964.286771,1.52487,125,1,2
1527791969.616126,48.1442,261,1,0
1522964051.50689,12.5625,1412,0,4
1522842690.91382,7.12274,106,1,1
1527987781.717598,61.313,92,0,0
1522940261.534613,6.54015,1294,0,4
1522842709.99971,26.2086,1412,0,1
1522928753.252582,47.811,1294,0,4
1522940303.948633,48.9542,1294,0,4
1522888893.868067,11.3763,100,1,1
1522940269.969861,14.9754,1294,0,4
1522861277.915496,9.20661,1412,0,1
1522928715.641972,10.2004,74,1,4
1522868694.808025,9.85018,1412,0,1
1522928758.175924,52.7343,74,1,4
1522943057.585501,11.1576,1412,0,4
1522859388.538738,11.8799,1412,0,1
1522956020.595549,0.895119,1412,0,4
1522763864.798592,19.7751,1412,1,1
1529478746.922155,0.298547,1412,0,2
1529644963.992039,1.23013,1412,0,2
1528083112.149025,55.0738,104,1,0
1529634881.624645,1.21568,114,1,2
1522928731.47554,26.0339,1294,0,4
1522868693.573523,8.61568,1412,0,1
1522953994.729293,3.30176,126,1,4
1522859388.55175,11.8929,1412,0,1
1529626612.252952,0.265621,1412,0,2
1529634881.817654,1.40869,1412,0,2
1522868694.546483,9.58864,1412,0,1
1522918753.041547,52.6795,289,1,4
1522943052.275942,5.84805,1412,0,4
1522918700.951518,0.589504,1412,0,4
1522739788.317891,3.14524,193,1,3
1522768764.86369,14.0324,1412,1,1
1522886697.590303,8.78687,98,1,1
1522868694.605416,9.64757,1412,0,1
1522943073.281519,26.8536,1412,0,4
1522918739.24255,38.8805,1412,0,4
1527741763.795564,45.8931,385,1,0
1522886706.59649,17.7931,1412,0,1
1522918024.58825,58.2726,161,0,4
1522943052.361518,5.93363,1412,0,4
1522928744.413173,38.9716,1294,0,4
1522853105.350669,6.29407,1412,0,1
1522853100.416955,1.36036,1412,0,1
1522868693.352741,8.3949,1412,0,1
1522940313.170503,58.176,1294,0,4
1522842698.076444,14.2854,1412,0,1
1528085260.625942,96.8553,335,0,0
1529634881.953296,1.54433,1412,0,2
1522940294.29627,39.3018,74,1,4
1522842709.032638,25.2416,1412,0,1
1522964039.287091,0.34272,1412,0,4
1522928723.065181,17.6236,1294,0,4
1529541636.688367,1.17066,1412,0,2
1527924651.066975,0.532319,1412,0,0
1522964070.288825,31.3445,1412,0,4
1522861278.449756,9.74087,125,1,1
1522768767.389956,16.5586,1412,1,1
1522928731.477378,26.0358,74,1,4
1529515408.548298,1.06753,1412,0,2
1522865358.331782,11.3616,1412,0,1
1522768773.875825,23.0445,1412,1,1
1522918016.056217,49.7406,1412,0,4
1522940280.677416,25.683,74,1,4
1522865358.764116,11.794,1412,0,1
1522928739.085772,33.6442,1294,0,4
1522964043.027642,4.08327,126,1,4
1529513491.807545,0.939469,1392,0,2
1522886698.415879,9.61245,1412,0,1
1522865358.874408,11.9042,1412,0,1
1522861277.459792,8.75091,1412,0,1
1527924677.493535,26.9589,104,1,0
1522886702.155966,13.3525,1412,0,1
1529478747.606564,0.982956,1412,0,2
1522928731.62631,26.1847,1294,0,4
1529626612.523524,0.536193,1412,0,2
1529541635.654876,0.137166,124,1,2
1522888893.900345,11.4086,1412,0,1
1522842709.224461,25.4334,1412,0,1
1527987727.541944,7.13738,1412,0,0
1529554552.985178,1.43525,1412,0,2
1522964058.637316,19.6929,948,0,4
1529634881.109889,0.700926,1412,0,2
1522853101.333932,2.27734,1412,0,1
1522928747.659937,42.2183,1294,0,4
1522853102.498105,3.44151,1412,0,1
1529564287.220932,2.1491,1412,0,2
1522886704.035781,15.2323,1412,0,1
1529513491.163919,0.295843,1392,0,2
1522922662.141175,18.7556,1392,0,4
1522768766.455753,15.6244,97,0,1
1529554551.92227,0.372342,1412,0,2
1522954035.129648,43.7021,1412,0,4
1522868694.231689,9.27384,1412,0,1
1522928709.697865,4.25625,1294,0,4
1522940275.278162,20.2837,1294,0,4
1522940314.505477,59.511,1294,0,4
1522922645.125068,1.73952,1392,0,4
1522888894.890782,12.3991,1412,0,1
1522928723.039913,17.5983,74,1,4
1522956056.571326,36.8709,1412,0,4
1522943078.543167,32.1153,1412,0,4
1527760524.124003,10.8857,87,1,0
1522953995.133358,3.70583,1412,0,4
1522940304.312811,49.3183,1294,0,4
1522956038.672518,18.9721,1412,0,4
1522842703.347766,19.5567,1412,0,1
1529541636.579466,1.06176,1412,0,2
1522954013.983278,22.5557,1412,0,4
1522956031.637374,11.9369,1412,0,4
1529541636.569026,1.05132,1412,0,2
1522865358.046674,11.0765,1412,0,1
1522981572.239547,14.3747,1412,0,4
1522940294.251489,39.257,74,1,4
1522842710.525033,26.734,1412,0,1
1522956021.039565,1.33914,1412,0,4
1522861277.937927,9.22904,1412,0,1
1522647182.257324,0.410547,1294,1,3
1522940303.075755,48.0813,74,1,4
1522928715.542421,10.1008,1294,0,4
1522768773.899305,23.068,103,0,1
1522981568.210461,10.3457,1412,0,4
1522964051.504898,12.5605,1412,0,4
1522917972.799374,6.48371,1412,0,4
1529644963.700748,0.938844,1412,0,2
1522768763.185712,12.3544,103,0,1
1522861277.469827,8.76094,1412,0,1
1527741785.068476,67.166,253,1,0
1522940269.986602,14.9921,1294,0,4
1522956065.666162,45.9657,289,1,4
1527993574.489618,78.8368,392,1,0
1529564287.21771,2.14587,1412,0,2
1522964040.750278,1.80591,1412,0,4
1522928723.129391,17.6878,1294,0,4
1522768768.136104,17.3048,1412,1,1
1522888894.679897,12.1882,1412,0,1
1522956038.779464,19.079,1412,0,4
1522956077.200774,57.5003,1412,0,4
1528085234.153091,70.3825,148,0,0
1529626612.873214,0.885883,1412,0,2
1522940280.670198,25.6757,74,1,4
1527741795.083041,77.1806,101,1,0
1529478747.720413,1.0968,1412,0,2
1522928723.011409,17.5698,74,1,4
1522928747.552971,42.1114,102,1,4
1522943101.519184,55.0913,1391,0,4
1522917969.381093,3.06543,1412,0,4
1529513491.32938,0.461304,910,0,2
1529644963.996007,1.2341,1412,0,2
1522859387.653473,10.9946,100,1,1
1522943078.444163,32.0163,1412,0,4
1522922645.247068,1.86152,1392,0,4
1528083139.746694,82.6715,407,1,0
1529634881.954183,1.54522,1412,0,2
1522981558.217843,0.35304,1412,0,4
1522922645.231076,1.84552,1392,0,4
1522886707.651359,18.8479,1412,0,1
1522928731.727134,26.2855,74,1,4
1527760590.277141,77.0388,101,1,0
1522842692.630196,8.83912,1412,0,1
1522954013.893988,22.4665,1412,0,4
1522865358.532603,11.5624,1412,0,1
1522956020.633546,0.933116,1412,0,4
1522956021.077792,1.37736,1412,0,4
1529541635.748855,0.231145,1412,0,2
1522940280.558618,25.5642,1294,0,4
1522954045.261223,53.8337,1412,0,4
1522922677.817153,34.4316,105,1,4
1528085271.452338,107.682,110,1,0
1522928717.710028,12.2684,1294,0,4
1522922669.660475,26.2749,1392,0,4
1522886704.373841,15.5704,1412,0,1
1522886709.980527,21.1771,1412,0,1
1522943096.544592,50.1167,1412,0,4
1527741721.401155,3.49867,1412,0,0
1522928706.08891,0.647293,74,1,4
1522886697.987934,9.1845,101,1,1
1522888893.977787,11.4861,1412,0,1
1522886708.082831,19.2794,1412,0,1
1529515408.236177,0.755409,1412,0,2
1529554552.38739,0.837462,1412,0,2
1522768765.025535,14.1942,1412,1,1
1529478747.886623,1.26301,1412,0,2
1527745309.978117,84.901,148,0,0
1522768769.943651,19.1123,1412,1,1
1522842704.199192,20.4081,1412,0,1
1522943088.49641,42.0685,1412,0,4
1522886711.434145,22.6307,1412,0,1
1522922683.19927,39.8137,1392,0,4
1522922683.078252,39.6927,1392,0,4
1522953995.181349,3.75382,1412,0,4
1522868694.078,9.12016,1412,0,1
1522928729.332458,23.8908,1294,0,4
1528085260.77522,97.0046,148,0,0
1522940314.883656,59.8892,74,1,4
1522886698.088872,9.28544,1412,0,1
1529513492.038272,1.1702,1392,0,2
1522943096.728963,50.3011,207,1,4
1522886711.829468,23.026,1412,0,1
1522954034.582608,43.1551,1412,0,4
1529554552.188512,0.638584,1412,0,2
1522943100.901146,54.4733,1412,0,4
1522928731.593377,26.1518,74,1,4
1522865358.611802,11.6416,1412,0,1
1529515407.846774,0.366006,1412,0,2
1522763859.896691,14.8732,1412,1,1
1522943107.01596,60.5881,1412,0,4
1522853100.413243,1.35665,1412,0,1
1522928739.099653,33.658,74,1,4
1522888894.84062,12.3489,1412,0,1
1527760585.552249,72.3139,80,0,0
1529634881.599825,1.19086,1412,0,2
1522763864.952231,19.9287,1412,1,1
1522954035.187317,43.7598,1412,0,4
1522964063.95134,25.007,1412,0,4
1522763861.932982,16.9095,1412,1,1
1529644962.961783,0.199879,648,0,2
1522859388.718502,12.0597,1412,0,1
1529515408.057251,0.576483,1412,0,2
1522886708.167859,19.3644,1412,0,1
1522954026.671178,35.2436,1412,0,4
1522928738.957969,33.5164,1294,0,4
1522763852.780594,7.75711,100,1,1
1522888893.99229,11.5006,1412,0,1
1522886699.530576,10.7271,1412,0,1
1529478747.174351,0.550743,1412,0,2
1522956068.24273,48.5423,1412,0,4
1522940274.246027,19.2516,1294,0,4
1522853102.863183,3.80659,1412,0,1
1522865358.473549,11.5034,1412,0,1
1522928747.963585,42.522,74,1,4
